article_title,country,revision_id,article_quality,population,region
Abi Kusno Nachran,Indonesia,1063403183,Start,275.5,SOUTHEAST ASIA
Rustam Effendy Nainggolan,Indonesia,1049059147,Start,275.5,SOUTHEAST ASIA
Muhammad Nazar,Indonesia,992150436,Stub,275.5,SOUTHEAST ASIA
Ngitung,Indonesia,901722698,Stub,275.5,SOUTHEAST ASIA
Ramses Ohee,Indonesia,1096782591,GA,275.5,SOUTHEAST ASIA
Panusunan Pasaribu,Indonesia,1107533136,Start,275.5,SOUTHEAST ASIA
Julian Aldrin Pasha,Indonesia,1025723291,Stub,275.5,SOUTHEAST ASIA
Poedjono Pranyoto,Indonesia,1101575086,GA,275.5,SOUTHEAST ASIA
Prijono,Indonesia,1085683318,C,275.5,SOUTHEAST ASIA
Anthony Winza Probowo,Indonesia,1104560182,C,275.5,SOUTHEAST ASIA
I Gusti Ketut Pudja,Indonesia,1108931157,GA,275.5,SOUTHEAST ASIA
Tedjo Edhy Purdijatno,Indonesia,1113174460,Start,275.5,SOUTHEAST ASIA
Ridwan Suwidi,Indonesia,1073107544,Stub,275.5,SOUTHEAST ASIA
Sa'duddin,Indonesia,1098426619,Start,275.5,SOUTHEAST ASIA
Ahmad Ridha Sabana,Indonesia,1108576169,Start,275.5,SOUTHEAST ASIA
Hari Sabarno,Indonesia,1106838713,Start,275.5,SOUTHEAST ASIA
Bambang Santoso,Indonesia,1089472187,Start,275.5,SOUTHEAST ASIA
Sidik Djojosukarto,Indonesia,1096392078,GA,275.5,SOUTHEAST ASIA
Sudi Silalahi,Indonesia,1103540330,Start,275.5,SOUTHEAST ASIA
W. T. P. Simarmata,Indonesia,1100676941,Stub,275.5,SOUTHEAST ASIA
Mahadi Sinambela,Indonesia,1106829598,Stub,275.5,SOUTHEAST ASIA
Mooryati Soedibyo,Indonesia,1085297344,Start,275.5,SOUTHEAST ASIA
Soerjadi Soedirdja,Indonesia,1077290298,Stub,275.5,SOUTHEAST ASIA
Soegiono,Indonesia,1015211738,Stub,275.5,SOUTHEAST ASIA
Tjokorda Gde Raka Soekawati,Indonesia,1098075313,Start,275.5,SOUTHEAST ASIA
Soemarno Sosroatmodjo,Indonesia,1106486056,Stub,275.5,SOUTHEAST ASIA
Max Sopacua,Indonesia,1098806848,Stub,275.5,SOUTHEAST ASIA
Sarifuddin Sudding,Indonesia,1089760765,Stub,275.5,SOUTHEAST ASIA
Sukarni,Indonesia,1098589729,GA,275.5,SOUTHEAST ASIA
Sukmawati Sukarnoputri,Indonesia,1112923693,C,275.5,SOUTHEAST ASIA
Tjokorda Ngurah Wim Sukawati,Indonesia,1027765907,Start,275.5,SOUTHEAST ASIA
Sukiman (regent),Indonesia,1096320949,Stub,275.5,SOUTHEAST ASIA
Ibnu Sutowo,Indonesia,1111415805,GA,275.5,SOUTHEAST ASIA
Syamsuddin Mahmud,Indonesia,1111614888,C,275.5,SOUTHEAST ASIA
Charles Tambu,Indonesia,1089151622,Stub,275.5,SOUTHEAST ASIA
Abdul Sajid Tamrin,Indonesia,1088569372,Stub,275.5,SOUTHEAST ASIA
Jan Engelbert Tatengkeng,Indonesia,1063395891,Start,275.5,SOUTHEAST ASIA
Frans Tutuhatunewa,Indonesia,994017808,Stub,275.5,SOUTHEAST ASIA
A. Wahab,Indonesia,925557257,Stub,275.5,SOUTHEAST ASIA
John Wattilete,Indonesia,1090960854,Start,275.5,SOUTHEAST ASIA
Erna Witoelar,Indonesia,1106103776,Stub,275.5,SOUTHEAST ASIA
Yansen Tipa Padan,Indonesia,1080765579,Stub,275.5,SOUTHEAST ASIA
Z.A. Ahmad (Indonesian politician),Indonesia,1050037853,Stub,275.5,SOUTHEAST ASIA
Achmad Rizal Zakaria,Indonesia,1098843914,Stub,275.5,SOUTHEAST ASIA
Manuel Carrascalão,Timor-Leste,1071880738,Start,1.3,SOUTHEAST ASIA
Aliança de Araújo,Timor-Leste,1059363091,Start,1.3,SOUTHEAST ASIA
María do Céu,Timor-Leste,1112159193,Start,1.3,SOUTHEAST ASIA
Brigida Antónia Correia,Timor-Leste,1059174694,Start,1.3,SOUTHEAST ASIA
Isabel da Costa Ferreira,Timor-Leste,1112773533,C,1.3,SOUTHEAST ASIA
Albina Marçal Freitas,Timor-Leste,1112274488,Start,1.3,SOUTHEAST ASIA
Ángela Freitas,Timor-Leste,1085081003,Start,1.3,SOUTHEAST ASIA
Justino Mota,Timor-Leste,1099899758,Start,1.3,SOUTHEAST ASIA
Maria da Paixão da Costa,Timor-Leste,1076208477,Stub,1.3,SOUTHEAST ASIA
Olinda Morais,Timor-Leste,1009671491,Start,1.3,SOUTHEAST ASIA
Manuel Magalhaes de Oliveira,Timor-Leste,982569489,Stub,1.3,SOUTHEAST ASIA
Alfredo Pires,Timor-Leste,1082511668,Stub,1.3,SOUTHEAST ASIA
Nino Konis Santana,Timor-Leste,1080700969,Stub,1.3,SOUTHEAST ASIA
José Abílio Osório Soares,Timor-Leste,1112065021,Start,1.3,SOUTHEAST ASIA
João da Costa Tavares,Timor-Leste,1095266698,C,1.3,SOUTHEAST ASIA
Mário Viegas Carrascalão,Timor-Leste,1072430980,C,1.3,SOUTHEAST ASIA
Maria Terezinha Viegas,Timor-Leste,1112159660,Start,1.3,SOUTHEAST ASIA
P. F. Dahler,Netherlands,1095339677,C,17.7,WESTERN EUROPE
Igram van Achelen,Netherlands,1068782309,Stub,17.7,WESTERN EUROPE
Charetti America-Francisca,Netherlands,1099607334,Start,17.7,WESTERN EUROPE
Vic Bonke,Netherlands,1107608633,Stub,17.7,WESTERN EUROPE
Marianne Burgman,Netherlands,1101574965,Start,17.7,WESTERN EUROPE
Dirck Coornhert,Netherlands,1095667704,C,17.7,WESTERN EUROPE
Fred Dekker (politician),Netherlands,1062551798,Stub,17.7,WESTERN EUROPE
Jan Dijkema,Netherlands,1098992494,Start,17.7,WESTERN EUROPE
Jeanne Fortanier-de Wit,Netherlands,1059113335,Stub,17.7,WESTERN EUROPE
Jan Geersing,Netherlands,1110877576,C,17.7,WESTERN EUROPE
Leon Geurts,Netherlands,1090785915,Stub,17.7,WESTERN EUROPE
Cornelis de Gijselaar,Netherlands,984321838,Start,17.7,WESTERN EUROPE
Alexander Gogel,Netherlands,1056614133,C,17.7,WESTERN EUROPE
Sicco van Goslinga,Netherlands,1090880662,C,17.7,WESTERN EUROPE
Hugo Grotius,Netherlands,1110845841,C,17.7,WESTERN EUROPE
Tsjalling Hiddes Halbertsma,Netherlands,1110513709,GA,17.7,WESTERN EUROPE
Dick de Hoog,Netherlands,1088072022,C,17.7,WESTERN EUROPE
Mien van Itallie-Van Embden,Netherlands,1092931690,Start,17.7,WESTERN EUROPE
"Jacob van den Eynde, Governor of Woerden",Netherlands,1068845831,C,17.7,WESTERN EUROPE
Ehsan Jami,Netherlands,1106276053,C,17.7,WESTERN EUROPE
Allart Pieter van Jongestall,Netherlands,1096414908,GA,17.7,WESTERN EUROPE
Fridolin Marinus Knobel,Netherlands,1023804370,Start,17.7,WESTERN EUROPE
Martin Konings,Netherlands,1112164477,Stub,17.7,WESTERN EUROPE
Theodorus van Kooten,Netherlands,1052740212,Stub,17.7,WESTERN EUROPE
Jan Krajenbrink,Netherlands,1104399014,Stub,17.7,WESTERN EUROPE
Jan ter Laan,Netherlands,1068846473,Start,17.7,WESTERN EUROPE
Reinier van Lanschot,Netherlands,1109042647,C,17.7,WESTERN EUROPE
Elbertus Leoninus,Netherlands,1096417753,C,17.7,WESTERN EUROPE
"Leopold Karel, Count of Limburg Stirum",Netherlands,1106865567,Start,17.7,WESTERN EUROPE
Taco Ludigman,Netherlands,970584944,Stub,17.7,WESTERN EUROPE
Pieter Daniël Eugenius MacPherson,Netherlands,955584741,Stub,17.7,WESTERN EUROPE
"Toine Manders (politician, born 1969)",Netherlands,1076174326,Stub,17.7,WESTERN EUROPE
Henri Marchant,Netherlands,1092749754,Start,17.7,WESTERN EUROPE
Durk van der Mei,Netherlands,1113277095,Stub,17.7,WESTERN EUROPE
Sergej Moleveld,Netherlands,1094280379,Stub,17.7,WESTERN EUROPE
William Moorlag,Netherlands,1047584380,Stub,17.7,WESTERN EUROPE
Pieter Paulus,Netherlands,933612093,B,17.7,WESTERN EUROPE
André Peperkoorn,Netherlands,1032718670,Start,17.7,WESTERN EUROPE
Grace Schneiders-Howard,Netherlands,1095800611,GA,17.7,WESTERN EUROPE
Apollonius Schotte,Netherlands,1032311861,Stub,17.7,WESTERN EUROPE
Fedde Schurer,Netherlands,1089197423,B,17.7,WESTERN EUROPE
Florens van der Spek,Netherlands,1111908414,Start,17.7,WESTERN EUROPE
Victor de Stuers,Netherlands,1096429041,C,17.7,WESTERN EUROPE
Cornelis van Aarsens,Netherlands,1023030987,Start,17.7,WESTERN EUROPE
Hugo van den Eynde,Netherlands,1115856466,Start,17.7,WESTERN EUROPE
Viglius,Netherlands,1096429102,Start,17.7,WESTERN EUROPE
Rudi Vis,Netherlands,1074946503,Start,17.7,WESTERN EUROPE
Anton August van Vloten,Netherlands,1113565390,Start,17.7,WESTERN EUROPE
Pieter Vreede,Netherlands,1094968550,Start,17.7,WESTERN EUROPE
Steef Weijers,Netherlands,1099981628,Stub,17.7,WESTERN EUROPE
Christine Wttewaall van Stoetwegen,Netherlands,1077665112,Stub,17.7,WESTERN EUROPE
Abbas Ali Akhtari,Iran,1080599135,Start,88.6,SOUTH ASIA
Alireza Abbasi,Iran,1114766972,Start,88.6,SOUTH ASIA
Ali Agha-Mohammadi,Iran,1112736369,Stub,88.6,SOUTH ASIA
Ahmad Ali Moghimi,Iran,1107510446,Stub,88.6,SOUTH ASIA
Aghapour Alishahi,Iran,1084147600,Start,88.6,SOUTH ASIA
Mohammad Ali Asfanani,Iran,1101619032,Stub,88.6,SOUTH ASIA
Mojtaba Bakhshipour,Iran,1114779852,Start,88.6,SOUTH ASIA
Mousa Chegini,Iran,1064387673,Stub,88.6,SOUTH ASIA
Mahmudali Chehregani,Iran,1105475919,C,88.6,SOUTH ASIA
Habibollah Dahmardeh,Iran,1113777811,Stub,88.6,SOUTH ASIA
Farhad Dejpasand,Iran,1096326366,Stub,88.6,SOUTH ASIA
Nasr al-Din (Yunnan),Iran,1095757526,C,88.6,SOUTH ASIA
Esfandiar Ekhtiyari,Iran,1113483101,GA,88.6,SOUTH ASIA
Naeimeh Eshraghi,Iran,1110378559,Start,88.6,SOUTH ASIA
Roozbeh Farahanipour,Iran,1109336712,Start,88.6,SOUTH ASIA
Sohrab Gilani,Iran,1098114266,Start,88.6,SOUTH ASIA
Fereidon Hasanvand,Iran,1079997479,Stub,88.6,SOUTH ASIA
Seyed Zia Hashemi,Iran,1085406495,Stub,88.6,SOUTH ASIA
Heshmatollah Falahatpishe,Iran,1112886244,Start,88.6,SOUTH ASIA
Heydar Latifiyan,Iran,1109780388,GA,88.6,SOUTH ASIA
Amir Hossein Jahanshahi,Iran,1108533914,C,88.6,SOUTH ASIA
Jalal ed-Din Amir Chakhmaq Shami,Iran,985139372,Stub,88.6,SOUTH ASIA
Yadollah Javani,Iran,1038390832,Start,88.6,SOUTH ASIA
Roohallah Jomei,Iran,1112885752,C,88.6,SOUTH ASIA
Hamid Kahram,Iran,1105535531,Stub,88.6,SOUTH ASIA
Mohammad Reza Kalaei,Iran,1060452024,C,88.6,SOUTH ASIA
Mohammad Khamenei,Iran,1086379208,C,88.6,SOUTH ASIA
Kazem Khavazi,Iran,1081519220,Stub,88.6,SOUTH ASIA
Ensieh Khazali,Iran,1113408053,Stub,88.6,SOUTH ASIA
Mehrdad Khonsari,Iran,1109501844,C,88.6,SOUTH ASIA
Mohammad-Hossein Khoshvaght,Iran,904994298,Stub,88.6,SOUTH ASIA
Meysam Latifi,Iran,1100968096,Stub,88.6,SOUTH ASIA
Mohammed Sharif Malekzadeh,Iran,1115835118,Start,88.6,SOUTH ASIA
Hadi Manafi,Iran,1114470303,Stub,88.6,SOUTH ASIA
Ahmad Masoumifar,Iran,1096877809,Stub,88.6,SOUTH ASIA
Ebrahim Matinian,Iran,1053545750,Start,88.6,SOUTH ASIA
Seyed Mostafa Mir-Shafiei,Iran,1063806334,Stub,88.6,SOUTH ASIA
Mohammad Ashouri Taziani,Iran,1096365535,Stub,88.6,SOUTH ASIA
Mohammad Faghie,Iran,1095731005,Stub,88.6,SOUTH ASIA
Mohammad Hadi Nejad Hosseinian,Iran,1112459525,Stub,88.6,SOUTH ASIA
Mohammad Reza Mokhber Dezfouli,Iran,1064893227,Stub,88.6,SOUTH ASIA
Mohammad Saleh Meftah,Iran,1115913957,C,88.6,SOUTH ASIA
Mohammad Shahcheraghi,Iran,1096983521,C,88.6,SOUTH ASIA
Mohammad-Hadi Abdekhodaei,Iran,1107714938,Start,88.6,SOUTH ASIA
Amir Mohebbian,Iran,1112886314,Start,88.6,SOUTH ASIA
Mohammad Mojabi,Iran,1024451751,Stub,88.6,SOUTH ASIA
Mohammad Mokhber,Iran,1112732318,Start,88.6,SOUTH ASIA
Mostafa Mesbahzadeh,Iran,1114511925,C,88.6,SOUTH ASIA
Rasoul Movahedian,Iran,1105642870,Stub,88.6,SOUTH ASIA
Majid Naseri Nejad,Iran,1032145568,Start,88.6,SOUTH ASIA
Ali Mohammad Noorian,Iran,1067103108,Stub,88.6,SOUTH ASIA
Ghodratollah Norouzi,Iran,1092905193,Stub,88.6,SOUTH ASIA
Reza Nouri,Iran,1079920602,C,88.6,SOUTH ASIA
Ali Asqar Peyvandi,Iran,1027468773,Stub,88.6,SOUTH ASIA
Qasem Saedi,Iran,1038022012,Start,88.6,SOUTH ASIA
Safdar Rahmat Abadi,Iran,1096417344,Stub,88.6,SOUTH ASIA
Valiollah Rostaminejad,Iran,905601335,Stub,88.6,SOUTH ASIA
Ahmad Toyserkani Ravari,Iran,1108429142,Start,88.6,SOUTH ASIA
Ali Asghar Yousefnejad,Iran,1103536671,Stub,88.6,SOUTH ASIA
Moussa Zargar,Iran,1102540197,Stub,88.6,SOUTH ASIA
Abd al-Aziz al-Badri,Iraq,1112796288,Start,44.5,WESTERN ASIA
Abd al-Ilah,Iraq,527036196,Stub,44.5,WESTERN ASIA
Abd-Allah ibn Aamir Hadhrami,Iraq,1045073284,Stub,44.5,WESTERN ASIA
Suhaylah Abd-Jaafar,Iraq,1099446036,Start,44.5,WESTERN ASIA
Abdulsalam Abdullah,Iraq,918303384,Stub,44.5,WESTERN ASIA
Mazin Abu Kalal,Iraq,1097880283,Stub,44.5,WESTERN ASIA
Akeel Al Saffar,Iraq,1033783481,Stub,44.5,WESTERN ASIA
Widad Akrawi,Iraq,1113547899,B,44.5,WESTERN ASIA
Ali Salih al-Sa'di,Iraq,1086637492,GA,44.5,WESTERN ASIA
Mouin AlKazmi,Iraq,1105848691,Stub,44.5,WESTERN ASIA
Zekra Alwach,Iraq,1059798654,Start,44.5,WESTERN ASIA
Amin Farhan Jejo,Iraq,1096991868,Stub,44.5,WESTERN ASIA
Najiha Al-Amiri,Iraq,1052524548,Start,44.5,WESTERN ASIA
Dia al-Asadi,Iraq,1037622892,Start,44.5,WESTERN ASIA
Iman al-Asadi,Iraq,1059798652,Stub,44.5,WESTERN ASIA
Adnan al-Assadi,Iraq,1108429286,Start,44.5,WESTERN ASIA
Atwan Al Atwani,Iraq,1028603833,Stub,44.5,WESTERN ASIA
Abu Bakr al-Baghdadi,Iraq,1115245904,GA,44.5,WESTERN ASIA
Mohammad Bahr al-Uloom,Iraq,1078921590,C,44.5,WESTERN ASIA
Luis Caro Bandar,Iraq,1033782785,Stub,44.5,WESTERN ASIA
Ahmed al-Barak,Iraq,885118117,Stub,44.5,WESTERN ASIA
Masrour Barzani,Iraq,1114030503,C,44.5,WESTERN ASIA
Kamil Chadirji,Iraq,1077258966,C,44.5,WESTERN ASIA
Sondul Chapouk,Iraq,1059798639,Stub,44.5,WESTERN ASIA
Vian Dakhil,Iraq,1104971001,C,44.5,WESTERN ASIA
Asma al-Dulaimi,Iraq,1059798640,Stub,44.5,WESTERN ASIA
Asaad Al Eidani,Iraq,1054925995,Stub,44.5,WESTERN ASIA
Qasim Al-Fahadawi,Iraq,1033783787,C,44.5,WESTERN ASIA
Faisal I of Iraq,Iraq,1114418935,C,44.5,WESTERN ASIA
Fakhri al-Tabaqchali,Iraq,1101817736,Stub,44.5,WESTERN ASIA
Vala Fareed,Iraq,1057082415,Start,44.5,WESTERN ASIA
Hanan Saeed Mohsen al-Fatlawi,Iraq,1106092543,Start,44.5,WESTERN ASIA
Rewaz Fayeq,Iraq,1108335663,Start,44.5,WESTERN ASIA
Falih Al-Fayyadh,Iraq,1106886667,Start,44.5,WESTERN ASIA
Rend al-Rahim Francke,Iraq,1052524570,C,44.5,WESTERN ASIA
Juwan Fuad Masum,Iraq,1052524574,Stub,44.5,WESTERN ASIA
Mohammed Al-Ghabban,Iraq,1105766539,C,44.5,WESTERN ASIA
Saadoun Ghaidan,Iraq,1051633765,Start,44.5,WESTERN ASIA
Mohammed Hadid,Iraq,1114418907,C,44.5,WESTERN ASIA
Rustam Haidar,Iraq,1070094230,Stub,44.5,WESTERN ASIA
Zakia Hakki,Iraq,1111169476,C,44.5,WESTERN ASIA
Mohamed Al-Halbousi,Iraq,1112844569,Start,44.5,WESTERN ASIA
Ahmad Hardi,Iraq,1051383470,Start,44.5,WESTERN ASIA
Khairuddin Haseeb,Iraq,1098806449,Stub,44.5,WESTERN ASIA
Maysoon al-Hashemi,Iraq,1110842025,Stub,44.5,WESTERN ASIA
Aqila al-Hashimi,Iraq,1090557040,Start,44.5,WESTERN ASIA
Azhar Abd Al Majeed Husain,Iraq,1059798642,Stub,44.5,WESTERN ASIA
Abd al-Tawab Mullah Huwaysh,Iraq,1065784220,Stub,44.5,WESTERN ASIA
Mohammad Iqbal Omar,Iraq,1070088388,Start,44.5,WESTERN ASIA
Jaafar al-Sadr,Iraq,1108536390,C,44.5,WESTERN ASIA
Salim al-Jabouri,Iraq,1024949258,Start,44.5,WESTERN ASIA
Dhia Jafar,Iraq,1089478407,C,44.5,WESTERN ASIA
Iyad Jamal Al-Din,Iraq,1050345518,Start,44.5,WESTERN ASIA
Jamal Baban,Iraq,1099444491,Start,44.5,WESTERN ASIA
Jamil Abdul Wahab,Iraq,1100882600,Start,44.5,WESTERN ASIA
Abdullah Hussein Jebara,Iraq,1080205483,C,44.5,WESTERN ASIA
Ahmed Abdullah al-Jubouri,Iraq,1106334225,Start,44.5,WESTERN ASIA
Muhammed Ibrahim al-Juraissey,Iraq,931452659,Stub,44.5,WESTERN ASIA
Yousef al-Kalabi,Iraq,1074202236,Start,44.5,WESTERN ASIA
Ghaida Kambash,Iraq,1108884117,Stub,44.5,WESTERN ASIA
Duraid Kashmoula,Iraq,993993692,Stub,44.5,WESTERN ASIA
Osama Youssef Kashmoula,Iraq,1096316560,Stub,44.5,WESTERN ASIA
Lamiya Abed Khadawi,Iraq,1090556584,Stub,44.5,WESTERN ASIA
Khairi Al-Hindawi,Iraq,1088323796,C,44.5,WESTERN ASIA
Salama al-Khufaji,Iraq,1112097100,Stub,44.5,WESTERN ASIA
Raja Habib al-Khuzaai,Iraq,1059798646,Stub,44.5,WESTERN ASIA
Hamid Rashid Ma`ala,Iraq,1098592127,Stub,44.5,WESTERN ASIA
Abbas Mahdi,Iraq,1033783405,Stub,44.5,WESTERN ASIA
Aisha Ghazal Mahdi,Iraq,1112989971,Stub,44.5,WESTERN ASIA
Huda Sajjad Mahmoud Shaker,Iraq,1089249414,Stub,44.5,WESTERN ASIA
Mohammed Haji Mahmoud,Iraq,1030279163,Start,44.5,WESTERN ASIA
George Mansour,Iraq,1042992539,Stub,44.5,WESTERN ASIA
Tayseer al-Mashhadani,Iraq,1089275720,Stub,44.5,WESTERN ASIA
Fuad Masum,Iraq,1104749153,C,44.5,WESTERN ASIA
Muhammad Jamil Al-Mayahi,Iraq,994019770,Stub,44.5,WESTERN ASIA
Wijdan Michael,Iraq,1089276041,Stub,44.5,WESTERN ASIA
Siham Mousa Hamoud Jabr Al Moussawi,Iraq,1089249339,Stub,44.5,WESTERN ASIA
Muhammed Ali Mahmud,Iraq,1059539650,Start,44.5,WESTERN ASIA
Mawlud Mukhlis,Iraq,1091139346,Start,44.5,WESTERN ASIA
Mishkat al-Mumin,Iraq,1099447794,Start,44.5,WESTERN ASIA
Tariq Najm,Iraq,1102749100,Start,44.5,WESTERN ASIA
Majid al-Nasrawi,Iraq,1085126794,Stub,44.5,WESTERN ASIA
Yahia Nasseri,Iraq,1107365337,Stub,44.5,WESTERN ASIA
Atheel al-Nujaifi,Iraq,1093222115,Stub,44.5,WESTERN ASIA
Saleh al-Ogaili,Iraq,995654848,Stub,44.5,WESTERN ASIA
Ali al-Qaradaghi,Iraq,1112620841,Start,44.5,WESTERN ASIA
Suhaib al-Rawi,Iraq,1033783078,Start,44.5,WESTERN ASIA
Ahmed Abu Risha,Iraq,1115071112,GA,44.5,WESTERN ASIA
Mowaffak al-Rubaie,Iraq,1110391679,Start,44.5,WESTERN ASIA
Maruf al Rusafi,Iraq,1090870936,GA,44.5,WESTERN ASIA
Shatha Mousa Sadiq,Iraq,1089280360,Stub,44.5,WESTERN ASIA
Alaa al-Sadoun,Iraq,1089280397,Stub,44.5,WESTERN ASIA
Tahseen Said,Iraq,1095878598,Start,44.5,WESTERN ASIA
Numan al-Samarrai,Iraq,1098805033,Stub,44.5,WESTERN ASIA
Sargon Lazar Slewa,Iraq,1110607225,Stub,44.5,WESTERN ASIA
Sawsan Ali Sharifi,Iraq,1052524559,Start,44.5,WESTERN ASIA
Ahmed Shibani,Iraq,1108584984,Stub,44.5,WESTERN ASIA
Safia Taleb Ali al-Suhail,Iraq,1110638559,B,44.5,WESTERN ASIA
Hussein al-Tahan,Iraq,1115286059,Stub,44.5,WESTERN ASIA
Asaad Abu Gilel al-Taie,Iraq,1079746198,Stub,44.5,WESTERN ASIA
Ala Talabani,Iraq,1058589648,Start,44.5,WESTERN ASIA
Talib al-Naqib,Iraq,1026828167,GA,44.5,WESTERN ASIA
Ali Al Tamimi,Iraq,1112405155,Stub,44.5,WESTERN ASIA
Hani Abd Latif Tilfah,Iraq,1064381556,Stub,44.5,WESTERN ASIA
Toma Tomas,Iraq,1105799958,Start,44.5,WESTERN ASIA
Aqil Al-Turaihi,Iraq,1033782881,Stub,44.5,WESTERN ASIA
Ahmed Uthman,Iraq,925817031,C,44.5,WESTERN ASIA
Pascal Esho Warda,Iraq,1112315090,Start,44.5,WESTERN ASIA
Ahmad Muhammad Yahya,Iraq,1113423783,Start,44.5,WESTERN ASIA
Nabeel Yasin,Iraq,1110330724,Start,44.5,WESTERN ASIA
Aziz Al-Yasiri,Iraq,1108536327,Start,44.5,WESTERN ASIA
Tawfiq al-Yasiri,Iraq,1106529342,Stub,44.5,WESTERN ASIA
Luay al-Yassiry,Iraq,1107451092,Stub,44.5,WESTERN ASIA
Saleh Yousefi,Iraq,1085144493,Start,44.5,WESTERN ASIA
Awni Yusuf,Iraq,1033783751,Stub,44.5,WESTERN ASIA
Yusuf Salman Yusuf,Iraq,1071717292,C,44.5,WESTERN ASIA
Lara Zara,Iraq,1054088472,Start,44.5,WESTERN ASIA
Falah Hassan al-Zidan,Iraq,1083020700,Start,44.5,WESTERN ASIA
Faleh al-Ziyadi,Iraq,1107471964,Stub,44.5,WESTERN ASIA
Adnan al-Zurfi,Iraq,1081329892,Stub,44.5,WESTERN ASIA
Ali al-Qaradaghi,Qatar,1112620841,Start,2.7,WESTERN ASIA
Abdulla bin Abdulaziz bin Turki Al Subaie,Qatar,1112863618,Stub,2.7,WESTERN ASIA
Ahmad bin Eid al-Thani,Qatar,918431879,Stub,2.7,WESTERN ASIA
Ahmed bin Muhammed Al Thani,Qatar,1095368083,C,2.7,WESTERN ASIA
Hamda bint Hassan Al Sulaiti,Qatar,1115843985,Stub,2.7,WESTERN ASIA
Salah bin Ghanim Al Ali,Qatar,1096892403,Start,2.7,WESTERN ASIA
Abdul Rahman bin Hamad Al Attiyah,Qatar,1111178806,Start,2.7,WESTERN ASIA
Abdul Aziz Bin Khalid Al-Ghanim,Qatar,1102331990,Stub,2.7,WESTERN ASIA
Khalid Al-Hail,Qatar,1099820606,Start,2.7,WESTERN ASIA
Mohamed Bin Mubarak Al-Khulaifi,Qatar,894482142,Stub,2.7,WESTERN ASIA
Mouza al-Malki,Qatar,1110082330,Start,2.7,WESTERN ASIA
Nassir Abdulaziz Al-Nasser,Qatar,1102011906,C,2.7,WESTERN ASIA
Abdulla bin Mohammed bin Saud Al Thani,Qatar,1103645208,Start,2.7,WESTERN ASIA
Hamad bin Jabor bin Jassim Al Thani,Qatar,950626816,Start,2.7,WESTERN ASIA
Khalifa bin Hamad bin Khalifa Al Thani,Qatar,1114795734,C,2.7,WESTERN ASIA
Tamim bin Hamad Al Thani,Qatar,1115802122,B,2.7,WESTERN ASIA
Avraham Agmon,Israel,1115522048,Stub,9.5,WESTERN ASIA
Mehereta Baruch-Ron,Israel,1106009820,Stub,9.5,WESTERN ASIA
Yehuda Gilad (politician),Israel,1066851216,Start,9.5,WESTERN ASIA
Yosi Havilio,Israel,1110930423,C,9.5,WESTERN ASIA
Uri Savir,Israel,1089536198,C,9.5,WESTERN ASIA
Harold Egbert Allan,Jamaica,1079210336,Start,2.8,CARIBBEAN
Robert Arcedekne,Jamaica,1052669148,Stub,2.8,CARIBBEAN
Zachary Bayly (planter),Jamaica,1053473167,Start,2.8,CARIBBEAN
Peter Beckford (junior),Jamaica,1091224039,Start,2.8,CARIBBEAN
Barbara Blake Hannah,Jamaica,1084162403,C,2.8,CARIBBEAN
Alexander Bravo,Jamaica,1105865551,Start,2.8,CARIBBEAN
Sam Brown (Rastafari),Jamaica,1112174373,Start,2.8,CARIBBEAN
Horace Dalley,Jamaica,1095362193,C,2.8,CARIBBEAN
Edith Dalton-James,Jamaica,991304386,Start,2.8,CARIBBEAN
Neville Eden Gallimore,Jamaica,1069334571,Start,2.8,CARIBBEAN
Tony Hart (businessman),Jamaica,1106255818,C,2.8,CARIBBEAN
Derrick Kellier,Jamaica,1109832949,C,2.8,CARIBBEAN
Mary Morris Knibb,Jamaica,1114355852,C,2.8,CARIBBEAN
Noël B. Livingston,Jamaica,1012563407,Start,2.8,CARIBBEAN
Ivan Lloyd,Jamaica,994807353,C,2.8,CARIBBEAN
Eli Matalon,Jamaica,1101589173,C,2.8,CARIBBEAN
Ronald Thwaites,Jamaica,1109832936,Start,2.8,CARIBBEAN
Felix Veitch,Jamaica,1069798878,Start,2.8,CARIBBEAN
James Wright (Jamaican politician),Jamaica,1086365029,Start,2.8,CARIBBEAN
Toshiyuki Adachi,Japan,1050088942,Stub,124.9,EAST ASIA
Kōzō Akino,Japan,1040291214,Start,124.9,EAST ASIA
Masayuki Aoyama,Japan,1099244351,Start,124.9,EAST ASIA
Chiharu Araki,Japan,1053078679,Stub,124.9,EAST ASIA
Kiichi Arita,Japan,1083558058,Start,124.9,EAST ASIA
Bak Jungyang,Japan,1085228273,C,124.9,EAST ASIA
Usaburō Chisaki III,Japan,1028983449,Stub,124.9,EAST ASIA
Date Munenari,Japan,1099886739,C,124.9,EAST ASIA
Naohiro Dōgakinai,Japan,999738906,Stub,124.9,EAST ASIA
Fujiwara no Yoshikado,Japan,1033834613,Start,124.9,EAST ASIA
Genrō,Japan,1076522853,Start,124.9,EAST ASIA
Gōsei Yamamoto,Japan,1090217306,Start,124.9,EAST ASIA
Hajime Seki,Japan,1079992507,Start,124.9,EAST ASIA
Masakazu Hamachi,Japan,1091025081,Stub,124.9,EAST ASIA
Satoshi Hamada,Japan,1050778767,Start,124.9,EAST ASIA
Daijiro Hashimoto,Japan,994481372,Stub,124.9,EAST ASIA
Hayami Seiji,Japan,1011801479,Stub,124.9,EAST ASIA
